CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL,ENDERECO,LATITUDE,LONGITUDE
86045,AMARAL FERRADOR,19,1058,E. E. JOSE DO PATROCINIO - CENTRO,"PRAÇA 4 DE MAIO, S/N",,
86045,AMARAL FERRADOR,19,1066,E.  M. JUREMA CARVALHO DE OLIVEIRA - COXILHA DE AMARAL FERRADOR,COXILHA DE AMARAL FERRADOR,,
86045,AMARAL FERRADOR,19,1074,ESCOLA MUNICIPAL COLONIA SANTO ANTONIO,COLONIA SANTO ANTONIO,-30.8419325,-52.2179372
86045,AMARAL FERRADOR,19,1104,E. E. POMPILIO XAVIER - FOLES,FOLES,-30.704854,-52.419316
86045,AMARAL FERRADOR,19,1112,E. M.  SANTA IZABEL - MORRO AGUDO,MORRO AGUDO,,
85251,ARROIO GRANDE,92,1015,ASSOCIAÇÃO ATLÉTICA BANCO DO BRASIL (AABB),AV NOSSA SENHORA DA GRAÇA 230,-29.6806991,-53.7087577
85251,ARROIO GRANDE,92,1023,CENTRO DE CULTURA BASÍLIO CONCEIÇÃO,"RUA DR MONTEIRO, 185",-32.2386472,-53.0861085
85251,ARROIO GRANDE,92,1031,EMEI GOVERNADOR LEONEL DE MOURA BRIZOLA,"MOACIR DA ROSA PRESTES/LEONEL FAGUNDES, 1985",,
85251,ARROIO GRANDE,92,1058,CLUBE CAIXEIRAL,AVENIDA VISCONDE DE MAUÁ N 465,-32.2426959,-53.069819
85251,ARROIO GRANDE,92,1066,PONTO DE CULTURA AXÉ RAÍZES,"RUA BASÍLIO DA CONCEIÇÃO, 181",,
85251,ARROIO GRANDE,92,1082,EMATER - ARROIO GRANDE,RUA JULIO DE CASTILHOS N 190           CENTRO,-32.2368477,-53.0848972
85251,ARROIO GRANDE,92,1090,INST EST DE EDUCAÇÃO AIMONE SOARES CARRICONDE,RUA LEONEL FAGUNDES N 63,-32.2343263,-53.0730793
85251,ARROIO GRANDE,92,1104,CENTRO DE CULTURA BASÍLIO CONCEIÇÃO,"RUA DOUTOR MONTEIRO, 951",-32.2331434,-53.0845744
85251,ARROIO GRANDE,92,1112,EEEF DR. DIONÍSIO DE MAGALHÃES,RUA DR DIONÍSIO DE MAGALHÃES N 1116,-32.2411539,-53.0747923
85251,ARROIO GRANDE,92,1120,EEEM VINTE DE SETEMBRO,RUA RUI BARBOSA N 651,-32.233297,-53.0820494
85251,ARROIO GRANDE,92,1139,EEEF MINISTRO FRANCISCO BROCHADO DA ROCHA,RUA GOMERCINDO SARAIVA N 936,-32.2359441,-53.0813797
85251,ARROIO GRANDE,92,1147,LIGA OPERÁRIA,RUA ZECA MACIEL N 232,-32.2377212,-53.0823983
85251,ARROIO GRANDE,92,1155,POSTO DE SAUDE,RUA MARECHAL FLORIANO N 618            CENTRO  ,-30.6616323,-51.3983048
85251,ARROIO GRANDE,92,1163,PREFEITURA MUNICIPAL,RUA DR MONTEIRO N 199,-32.245069,-53.071969
85251,ARROIO GRANDE,92,1171,SALAO PAROQUIAL,,-29.2946093,-51.9044184
85251,ARROIO GRANDE,92,1198,EEEF CÂNDIDA SILVEIRA HAUBMAN,"AIROSA GALVAO - RS 602, KM 25, DISTRITO DE PEDREIRAS",,
85251,ARROIO GRANDE,92,1201,COMUNIDADE SÃO FRANCISCO DE PAULA-ANTIGA ESCOLA RURAL DE PEDREIRAS,DISTRITO DE PEDREIRAS,,
85251,ARROIO GRANDE,92,1210,EMEF VISCONDE DE MAUÁ,SEGUNDO SUBDISTRITO,,
85251,ARROIO GRANDE,92,1236,EMEF PRESIDENTE JOÃO GOULART,"AV. DA SAUDADE, S/N",,
85251,ARROIO GRANDE,92,1252,EMEF PROFESSOR ARLINDO MARTINS,INTERIOR - DISTRITO DE SANTA ISABEL,,
85251,ARROIO GRANDE,92,1279,CTG TROPEIROS DA QUERÊNCIA,"RUA HENRIQUE DIAS , 34",-32.2449874,-53.0760709
85251,ARROIO GRANDE,92,1287,EEEF MARIA DA SILVA SOARES - ESCOLA ROTARY,"RUA ANIBAL RIBEIRO, 501",-32.2435481,-53.0763409
85251,ARROIO GRANDE,92,1295,SINDICATO DOS TRABALHADORES RURAIS,"RUA MARECHAL FLORIANO , N 618",-32.2410158,-53.0704884
85251,ARROIO GRANDE,92,1317,EMEF PROFESSORA NEIR HORNER DA ROSA,"RUA FELISBINO DA SILVA SOARES, S/N",-32.2462689,-53.0871065
85251,ARROIO GRANDE,92,1325,EMEF 11 DE SETEMBRO - 1. CONQUISTA,ASSENTAMENTO NOVO ARROIO GRANDE,,
85251,ARROIO GRANDE,92,1333,EEEF SANTA ISABEL,"RUA DUQUE DE CAXIAS, 29",-32.1171287,-52.5989443
85251,ARROIO GRANDE,92,1341,SINDICADO DOS SERVIDORES MUNICIPAIS DE ARROIO GRANDE - SSMAG,"RUA JULIO DE CASTILHOS, 268",-32.2319709,-53.0833666
85251,ARROIO GRANDE,92,1350,ESCOLA PARTICULAR CONSTRUIR O SABER,"LARGO BINO SOARES, N 1.",-32.2365421,-53.0888638
85251,ARROIO GRANDE,92,1368,CTG VAQUEANOS DO SUL,DISTRITO DE PEDREIRAS,,
85251,ARROIO GRANDE,92,1376,COMUNIDADE CATÓLICA NOSSA SENHORA DA PAZ - BARRACÃO,"RUA MARECHAL FLORIANO, 1389",-32.2410158,-53.0704884
85375,BARRA DO RIBEIRO,151,1015,ESCOLA FUNDAMENTAL SÃO JOSÉ,"RUA CORONEL ARAÚJO RIBEIRO, 480",-30.2925871,-51.3011801
85375,BARRA DO RIBEIRO,151,1023,ANEXO - E. E. DR. CARLOS PINTO DE ALBUQUERQUE,"RUA DR. MARINHO CHAVES, 145",,
85375,BARRA DO RIBEIRO,151,1031,COLÉGIO DR. CARLOS PINTO DE ALBUQUERQUE,"RUA DR. MARINHO CHAVES, 145",,
85375,BARRA DO RIBEIRO,151,1040,E. E. E. MÉDIO FRANCISCO ROSALES NEUMANN,"AV. PRESIDENTE CASTELO BRANCO, 245",-30.2996491,-51.3161803
85375,BARRA DO RIBEIRO,151,1066,E.M.E.F. FERNANDO HOFF,"RUA ALTINO FEIJÓ, S/N (ENTRADA PELA RUA ANA MARIA WURDIG)",,
85375,BARRA DO RIBEIRO,151,1074,E.M.E.F. JOÃO EVANGELISTA PINÓS,"RUA NATAL, S/N",,
85375,BARRA DO RIBEIRO,151,1082,UNIDADE DE SAÚDE DA FAMÍLIA - PASSO DA ESTÂNCIA,"POSTO USF - PASSO DA ESTANCIA, S/N",,
85375,BARRA DO RIBEIRO,151,1090,E.M.E.F. JOÃO GOTTOFREDO HEIN,"BR 116 - KM 338, TRAV DAS CUCAS",,
85375,BARRA DO RIBEIRO,151,1104,SALÃO PAROQUIAL DA IGREJA CATÓLICA SÃO FRANCISCO DE ASSIS,"ESTRADA SERRINHA, S/N.",,
85596,CACHOEIRA DO SUL,10,1015,CASA DA CRIANÇA - SAGRADO CORAÇÃO DE JESUS,"RUA CONDE DE PORTO ALEGRE, 845",-30.0477206,-52.8850088
85596,CACHOEIRA DO SUL,10,1023,EEEF BAIRRO CARVALHO,"JOSÉ MARCELINO DE CARVALHO, S/N",,
85596,CACHOEIRA DO SUL,10,1031,UERGS - (ANTIGA CASA DO TRABALHADOR - FGTAS/SINE),"RUA SETE DE SETEMBRO, 1040",-30.0494305,-52.8910936
85596,CACHOEIRA DO SUL,10,1058,EEEF RIO JACUÍ,"RUA MAJOR OURIQUES, 1905",-30.0444021,-52.8976718
85596,CACHOEIRA DO SUL,10,1066,INST. EST. DE EDUC. JOÃO NEVES DA FONTOURA,"RUA RAMIRO BARCELOS, S/N",-30.0445896,-52.8879505
85596,CACHOEIRA DO SUL,10,1112,COLÉGIO MARISTA ROQUE GONÇALVES,"RUA SALDANHA MARINHO, 563",-30.0511739,-52.8912152
85596,CACHOEIRA DO SUL,10,1120,GRÊMIO NÁUTICO TAMANDARÉ,"JÚLIO DE CASTILHOS, 254",-30.0390424,-52.8985549
85596,CACHOEIRA DO SUL,10,1139,EEEF ANTÔNIO VICENTE DA FONTOURA,"RUA GABRIEL LEON, 1110",-30.0466433,-52.885723
85596,CACHOEIRA DO SUL,10,1163,EEEM DR. LIBERATO SALZANO VIEIRA DA CUNHA,"RUA CORONEL JOÃO LEITÃO, 1546",-30.0369125,-52.8855966
85596,CACHOEIRA DO SUL,10,1171,EEEF DR. DAVID FONTOURA DE BARCELOS,"RUA CEL JOÃO LEITÃO, 650",-30.0369125,-52.8855966
85596,CACHOEIRA DO SUL,10,1198,COLÉGIO SINODAL BARÃO DO RIO BRANCO,"RUA COMENDADOR FONTOURA, 302",-30.0398735,-52.8939524
85596,CACHOEIRA DO SUL,10,1201,EEEF ANGELINA SALZANO VIEIRA DA CUNHA,"RUA SÃO RAFAEL, S/N",-30.0506296,-52.9040058
85596,CACHOEIRA DO SUL,10,1210,COLÉGIO TOTEM,"AV. PRESIDENTE VARGAS, 1958",-30.0426593,-52.8997776
85596,CACHOEIRA DO SUL,10,1228,C.T.G.TROPEIROS DA LEALDADE,RUA HORÁCIO BORGES,-30.0315734,-52.9003477
85596,CACHOEIRA DO SUL,10,1236,EEEF JUVÊNCIO SOARES,"RUA JUVÊNCIO SOARES, 1045",-30.032512,-52.89517
85596,CACHOEIRA DO SUL,10,1244,EEEB BORGES DE MEDEIROS,"RUA BENTO GONÇALVES, S/N",-30.0353682,-52.9142841
85596,CACHOEIRA DO SUL,10,1252,EEEF CÂNDIDA FORTES BRANDÃO,"RUA SENADOR PINHEIRO MACHADO, 2343",-30.0429393,-52.897725
85596,CACHOEIRA DO SUL,10,1260,EMEF MILTON DA CRUZ,"RUA BENTO GONÇALVES, 1082",-30.03542,-52.9165282
85596,CACHOEIRA DO SUL,10,1279,EEEM VITAL BRASIL,"RUA RICARDO SCHAURICH, 1123",-30.0286355,-52.9164703
85596,CACHOEIRA DO SUL,10,1295,SALÃO PAROQUIAL DA IGREJA SÃO JOSÉ,"AV. BRASIL, CENTRO",,
85596,CACHOEIRA DO SUL,10,1309,SUC - SOCIEDADE UNIÃO CACHOEIRENSE,"RUA IVO BECKER, 261",-30.0128062,-52.8927225
85596,CACHOEIRA DO SUL,10,1333,EEEM CEL. CIRO CARVALHO DE ABREU,"RUA DOM FELICIANO, S/N",-30.0180137,-52.9142757
85596,CACHOEIRA DO SUL,10,1350,EMEF DR. GETÚLIO VARGAS,"RUA MARCILIO DIAS, 1990",-30.0219107,-52.911121
85596,CACHOEIRA DO SUL,10,1368,EMEF JENNY FIGUEIREDO VIEIRA DA CUNHA,FORQUETA,,
85596,CACHOEIRA DO SUL,10,1376,EMEF BALTAZAR DE BEM,"RUA CÂNDIDA FORTES BRANDÃO, S/N",-30.0062512,-52.9089806
85596,CACHOEIRA DO SUL,10,1384,SALÃO PAROQUIAL NOSSA SENHORA DA PENHA,AVENIDA DOS IMIGRANTES,-29.9985704,-52.9149776
85596,CACHOEIRA DO SUL,10,1392,EEEM DIVA COSTA FACHIN,"RUA LEOPOLDO SOUZA, 1466",-30.0224886,-52.9048977
85596,CACHOEIRA DO SUL,10,1406,EMEF MANOEL CARVALHO PORTELA,"RUA TITO OSÓRIO TORRES, 418",-30.0189704,-52.907082
85596,CACHOEIRA DO SUL,10,1414,SALÃO PAROQUIAL PERPÉTUO SOCORRO,RUA TITO OSÓRIO TORRES,-30.0190445,-52.9071892
85596,CACHOEIRA DO SUL,10,1422,CENTRO DA COMUNIDADE DO BAIRRO COHAB,COHAB,-30.0299022,-52.9224809
85596,CACHOEIRA DO SUL,10,1430,EMEF CÍVICO MILITAR (DINAH NÉRI PEREIRA),"RUA EDUARDO DICKLUBER, 1728",-30.0350876,-52.9179022
85596,CACHOEIRA DO SUL,10,1457,EMEF TAUFIK GERMANO,PASSO DO MOURA,-29.9776273,-52.9295389
85596,CACHOEIRA DO SUL,10,1465,SALÃO PAROQUIAL DA CAPELA SÃO PEDRO,BOSQUE,-29.9656706,-52.8217699
85596,CACHOEIRA DO SUL,10,1473,EMEF ARTUR DA COSTA E SILVA,RINCÃO DOS MACHADOS,-29.9101709,-52.9803281
85596,CACHOEIRA DO SUL,10,1481,EEEF ZILAH DA GAMA MOR,FERREIRA,-29.9979176,-52.9760409
85596,CACHOEIRA DO SUL,10,1490,PAVILHÃO DA COMUNIDADE SANTO ISIDORO (ANTIGA EMEF IRMÃ JÚLIA DE JESUS),ÁGUAS MORNAS,,
85596,CACHOEIRA DO SUL,10,1503,EEEF MONSENHOR ARMANDO TEIXEIRA,PASSO DO SERINGA,,
85596,CACHOEIRA DO SUL,10,1511,ESCOLA DA BARRAGEM DO CAPANÉ (EEEF DINAH NÉRI PEREIRA),"RUA ADMINISTRAÇÃO, S/N",,
85596,CACHOEIRA DO SUL,10,1520,ASSOCIAÇÃO DOS MORADORES DO IRAPUÁ (PRÉDIO DO POSTO DE ATEND. MÉDICO),IRAPUÁ,-30.389267,-53.1572107
85596,CACHOEIRA DO SUL,10,1538,EMEF EMILIA VIEIRA DA CUNHA,PORTEIRA SETE,,
85596,CACHOEIRA DO SUL,10,1546,EMEF JOSÉ DE ANCHIETA,PALMEIRA,-30.0289444,-52.8834339
85596,CACHOEIRA DO SUL,10,1562,EMEF SAGRADO CORAÇÃO DE JESUS,POSTO SHELL,-30.0360311,-52.9042097
85596,CACHOEIRA DO SUL,10,1589,EMEF NOSSA SENHORA DE FÁTIMA,MINERAÇÃO,,
85596,CACHOEIRA DO SUL,10,1597,EMEF PIO XII,PEDREIRA/CERRO DOS PEIXOTOS,,
85596,CACHOEIRA DO SUL,10,1600,EMEF FRANCISCO DE SOUZA MACHADO,BARRO VERMELHO,-30.1360961,-53.1668739
85596,CACHOEIRA DO SUL,10,1619,SALÃO PAROQUIAL DA COMUNIDADE SÃO JOSÉ,PALMAS,-30.2590621,-53.2300111
85596,CACHOEIRA DO SUL,10,1627,SALÃO PAROQUIAL DA CAPELA DE DORASNAL,DORASNAL,,
85596,CACHOEIRA DO SUL,10,1660,EMEF NOSSA SENHORA MEDIANEIRA,VILA JARDIM TODESMADE,,
85596,CACHOEIRA DO SUL,10,1864,EE TÉCNICA NOSSA SENHORA DA CONCEIÇÃO (PATRONATO),TRÊS VENDAS,-29.875596,-53.0110614
85596,CACHOEIRA DO SUL,10,1880,EMEF IMPERATRIZ LEOPOLDINA,FAXINAL DA GUARDINHA,-29.8701705,-53.0915376
85596,CACHOEIRA DO SUL,10,1899,EMEF SÃO SEBASTIÃO,,-30.0024783,-52.916859
85596,CACHOEIRA DO SUL,10,1902,MADEREIRA SUL PINOS (CAPELA),MINERAÇÃO,,
85596,CACHOEIRA DO SUL,10,1910,EMEF ALARICO RIBEIRO,"RUA ORLANDO DA CUNHA CARLOS, S/N",-30.0370674,-52.8690531
85596,CACHOEIRA DO SUL,10,1937,EMEF BERNARDO ALBERTO KASPER,TABOÃO,-29.8653459,-53.0760983
85596,CACHOEIRA DO SUL,10,1945,EEEF DR. HONORATO DE SOUZA SANTOS,PASSO DAREIA,,
85596,CACHOEIRA DO SUL,10,1953,EEEM VIRGILINO JAYME ZINN - CIEP,"RUA LOURENÇO BANDEIRA, 171",-30.0042893,-52.9033712
85596,CACHOEIRA DO SUL,10,1961,CAPELA SANTA ANA (ANTIGA ESC.MUN. DEODORO DA FONSECA),MORRO GRANDE,-29.6279637,-53.107908
85596,CACHOEIRA DO SUL,10,2011,EMEF MARIO GODOY ILHA,VOLTA DA CHARQUEADA,-30.0157908,-52.8726734
85596,CACHOEIRA DO SUL,10,2038,EEEF PROFESSORA MARIETA RIBEIRO DE ALMEIDA,QUADRA 20,-30.0034083,-52.9169454
85596,CACHOEIRA DO SUL,10,2054,EMEF ATALIBA BRUM,ESTRADA DE RIO PARDO - PARADA IDELFONSO FONTOURA,,
85596,CACHOEIRA DO SUL,10,2070,PAVILHÃO COMUNITÁRIO SANTO ANTÔNIO (ANT. ESC. ABILIO LIMA DE CARVALHO),CAPANEZINHO/PALERMO/MINERADORA DO CERRO,,
85596,CACHOEIRA DO SUL,10,2097,ASSOCIAÇÃO DA COMUNIDADE DE SANGA FUNDA,SANGA FUNDA,,
85596,CACHOEIRA DO SUL,10,2119,ASSOCIAÇÃO DOS MORADORES DE ENFORCADOS,ENFORCADOS,,
85596,CACHOEIRA DO SUL,10,2127,SALÃO PAROQUIAL DA CAPELA DIVINO ESPÍRITO SANTO,SANTA BÁRBARA,-30.0152623,-53.1390238
85596,CACHOEIRA DO SUL,10,2151,ASSOCIAÇÃO DOS MORADORES DA COMUNIDADE VILA LOBOS,CORREDOR DA COSTA,,
85596,CACHOEIRA DO SUL,10,2160,ASSOCIAÇÃO DOS MORADORES DA COMUNIDADE DE PERTILE,PERTILE,-29.9123193,-53.0608873
85596,CACHOEIRA DO SUL,10,2186,SALÃO DA CONGREGAÇÃO CRISTO REDENTOR,"RUA AVENIDA BRASIL, 955",,
85693,CAMAQUÃ,12,1031,SOCIEDADE RECREATIVA ALVORADA DEPARTAMENTO DE PISCINAS,"CÔNEGO LUIZ WALTER HANQUET, 130  F. 3692-1305",,
85693,CAMAQUÃ,12,1040,CARTÓRIO DE REGISTRO CIVIL,"RUA ACINDINO INÁCIO DIAS, 441 F.  3671-5314",,
85693,CAMAQUÃ,12,1074,FUNDASUL,"CÔNEGO LUIZ WALTER HANQUET, 151  F. (051) 3671 1855/ 3671 5905",-30.8578567,-51.8149773
85693,CAMAQUÃ,12,1082,GINÁSIO DO CLUBE CAMAQÜENSE,"AV. OLAVO MORAES, 634",-30.8520703,-51.8199795
85693,CAMAQUÃ,12,1104,CLUBE HONORATO DOMINGUES SOARES,"RUA DR. WALTER KESS, 788",-30.8476221,-51.8196482
85693,CAMAQUÃ,12,1139,COLÉGIO ESTADUAL SETE DE SETEMBRO,"RUA JÚLIO DE CASTILHOS, 563  F 3671-4431",,
85693,CAMAQUÃ,12,1147,ESCOLA ESTADUAL DE ENS. FUND. FRANCISCO LUIZ,AV. PRES VARGAS ESQ. AMADO PERES   F. 671-4805,,
85693,CAMAQUÃ,12,1155,ESCOLA ESTADUAL DE ENS. MEDIO ANA CESAR,"RUA FLORISBELO DE OLIVEIRA NETO, 1223   F. 671-8987",-30.8488273,-51.8218399
85693,CAMAQUÃ,12,1171,ESCRITORIO DA CORSAN,RUA 5 DE MAIO S/N.                     CENTRO  ,,
85693,CAMAQUÃ,12,1198,COLÉGIO ROMANO SÃO LUCAS,"RUA ÁLVARO MACEDO, 125",-30.8553078,-51.8177347
85693,CAMAQUÃ,12,1210,CENTRO ADMINISTRATIVO MUNICIPAL,AV OLAVO MORAES 1041                 CENTRO,-30.8512723,-51.8086612
85693,CAMAQUÃ,12,1228,SALÃO PAROQUIAL DA IGREJA,"RUA DUQUE DE CAXIAS, S/N",-30.8513045,-51.8179001
85693,CAMAQUÃ,12,1236,ASSOCIAÇÃO DOS APOSENTADOS E PENSIONISTAS DE CAMAQUÃ,"RUA LUIZA MARANINCHE, N 1257",-30.6813333,-51.3993222
85693,CAMAQUÃ,12,1260,SECRETARIA MUNICIPAL DA SAUDE,,-30.8552582,-51.8074822
85693,CAMAQUÃ,12,1279,CENTRO MUNICIPAL DE ESPORTES,"RUA ERNANI SILVEIRA, S/N",,
85693,CAMAQUÃ,12,1287,INSTITUTO ESTADUAL DE EDUCAÇÃO CÔNEGO LUIZ WALTER HANQUET,"AV. JOSÉ LOUREIRO DA SILVA, 441   F. 671-4944",-30.8541496,-51.8008167
85693,CAMAQUÃ,12,1295,ESCOLA ESTADUAL DE ENS. FUND. MANOEL DA SILVA PACHECO,"RUA ACINDINO INACIO DIAS, 727    F. 671-2664",-30.8652369,-51.8034143
85693,CAMAQUÃ,12,1309,SOCIEDADE RECREATIVA ALVORADA,RUA 3 DE OUTUBRO S/N                   OLARIA,,
85693,CAMAQUÃ,12,1317,ESC. MUN. ENS. FUND. DR. NADIR MEDEIROS,"RUA DOM FELICIANO, 142    F. 3671-4353",,
85693,CAMAQUÃ,12,1325,ESC. MUN. ENS. FUND. BENTO FRANCISCO DIAS,"RUA MIGUEL LOPES DE ALMEIDA, 160  F. (051) 671 3576",,
85693,CAMAQUÃ,12,1333,ESC. MUN. ENS. FUND. OSVALDO ARANHA,"RUA CRUZ ALTA, 1338   F. (051) 671 4559",,
85693,CAMAQUÃ,12,1341,E E DE 1 GRAU SÃO BERNADINO SENA PREMEM,"RUA NADIR MEDEIROS, 399",-30.8631418,-51.8019513
85693,CAMAQUÃ,12,1350,ESC. MUN. ENS. FUND. ANA TOMÁZIA RIBEIRO,"RUA VITORINO JOSÉ CENTENO, S/N",,
85693,CAMAQUÃ,12,1368,ESC. MUN. ENS. FUND. BOAVENTURA CARDOSO DA SILVA,VILA SÃO CARLOS,,
85693,CAMAQUÃ,12,1457,CLUBE DE MÃES IOLANDA SOARES PINHO,,-30.8552582,-51.8074822
85693,CAMAQUÃ,12,1465,ESC. MUN. ENS. FUND. OTTO LAUFER,VILA BOTAFOGO,,
85693,CAMAQUÃ,12,1473,ESC. MUN. ENS. FUND. CÔNEGO LUIZ WALTER HANQUET,,-30.8552582,-51.8074822
85693,CAMAQUÃ,12,1481,ESC. MUN. ENS. FUND. RUI BARBOSA,CHÁCARA VELHA,,
85693,CAMAQUÃ,12,1490,CLUBE DE MÃES SÃO JOSÉ DA AMIZADE,FAXINAL DOS RAMIRES,,
85693,CAMAQUÃ,12,1503,ESC.  MUN. ENS. FUND. SILVIO LUIZ,VILA AURORA,-30.7923599,-51.8304686
85693,CAMAQUÃ,12,1511,ESC. MUN. ENS. FUND. VICENTE GARCIA,BONITO,-30.728932,-51.7531748
85693,CAMAQUÃ,12,1520,ESC. MUN. ENS. FUND. JOÃO BECKEL,QUERÊNCIA,-30.9334085,-51.9441202
85693,CAMAQUÃ,12,1546,SALÃO PAROQUIAL DA IGREJA IMACULADA CONCEIÇÃO,SANTA AUTA,,
85693,CAMAQUÃ,12,1554,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ÉRICO VERÍSSIMO,MATO DOS CASTELHANOS,,
85693,CAMAQUÃ,12,1570,ANTIGO PRÉDIO DA IGREJA LUTERANA DE VISTA ALEGRE,VISTA ALEGRE,-30.6367131,-51.9114382
85693,CAMAQUÃ,12,1597,ESC. MUN. ENS. FUND. 15 DE NOVEMBRO,SANTA AUTA,,
85693,CAMAQUÃ,12,1619,ANTIGO PRÉDIO DA IGREJA LUTERANA BOA-FÉ DA FREGUESIA,FREGUESIA,,
85693,CAMAQUÃ,12,1651,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MÁRIO CENTENO CRESPO,PACHECA,-31.1339527,-51.6988605
85693,CAMAQUÃ,12,1724,SALÃO PAROQUIAL DA CAPELA TRÊS REIS MAGOS,BOQUEIRÃO,,
85693,CAMAQUÃ,12,1767,SALÃO PAROQUIAL DA CAPELA NOSSA SENHORA DE FÁTIMA -TRÊS BICOS,TRÊS BICOS,,
85693,CAMAQUÃ,12,1775,ESC. MUN. ENS. FUND. DIOGO FEIJÓ,COSTA DO SUTIL,,
85693,CAMAQUÃ,12,1821,ESC. MUN. DE ENS. FUND. SANTO ANTÔNIO,CAPELINHA SANTO ANTÔNIO  F. 3501-8717,,
85693,CAMAQUÃ,12,1830,ESC. MUN. ENS. FUND. ALFREDO JACOBSEN,BOA VISTA - CAPELA VELHA,,
85693,CAMAQUÃ,12,1910,ESC. EST. DE 1 G. EDISON NUNES DE CAMPOS,BANHADO DO COLÉGIO - NÚCLEO 2,,
85693,CAMAQUÃ,12,1929,CLUBE DE MÃES NOSSA SENHORA APARECIDA,BANHADO DO COLÉGIO - NÚCLEO 3,,
85693,CAMAQUÃ,12,1937,CLUBE DE MÃES ALEGRIA DA PAZ,BANHADO DO COLÉGIO - NÚCLEO 1,,
85693,CAMAQUÃ,12,2062,ESC. MUN. ENS. FUND. CÂNDIDO RODRIGUES DE FREITAS,VILA SÃO PEDRO,,
85693,CAMAQUÃ,12,2348,ESC. EST. DE ENS. FUND. VEREADOR JOSÉ ADÃO DE ASSIS BARBOSA - CIEP,"RUA J. M. FERREIRA, 50  F.3671-4607",,
85693,CAMAQUÃ,12,2356,ESCOLA MUNICIPAL DE ENS. FUND. MARINA DE GODOY NETO,"RUA SAO BORJA, 101  F. 671-9670",-30.8681587,-51.8061391
85693,CAMAQUÃ,12,2410,ESC. MUN. ENS. FUND. DR. OTACIANO DE OLIVEIRA,ILHA SANTO ANTÔNIO,-31.2652729,-51.754195
85693,CAMAQUÃ,12,2429,ESCOLA ESTADUAL DE ENS. FUND. DR. CARVALHO BASTOS,"RUA JOSE BONIFACIO, 298  F (51) 671-2521",,
85693,CAMAQUÃ,12,2437,ESCOLA MUNICIPAL DE ENS. FUND. MAHATMA GANDHI,"RUA COLOMBIA, 2951",-30.8370394,-51.8178557
85871,CANGUÇU,14,1015,CENTRO DE TRADIÇÕES GAUCHAS SINUELO,CONSELHEIRO BRUSQUE,-31.3923703,-52.670922
85871,CANGUÇU,14,1023,COLÉGIO NOSSA SENHORA APARECIDA,"AVENIDA 20 DE SETEMBRO, 231",-31.3901481,-52.6772968
85871,CANGUÇU,14,1031,CLUBE HARMONIA,"RUA GENERAL OSORIO, 916",-31.3974859,-52.6778637
85871,CANGUÇU,14,1040,ESCOLA TÉCNICA ESTADUAL CANGUÇU,"RUA SILVEIRA MARTINS, 351",-31.3948222,-52.6737583
85871,CANGUÇU,14,1058,E.M.E.F. PRESIDENTE GETULIO VARGAS,"AVENIDA GETULIO VARGAS, 135",,
85871,CANGUÇU,14,1066,E.M.E.F. REVERENDO JOAQUIM MANOEL DA SILVEIRA,,-31.3885354,-52.6711074
85871,CANGUÇU,14,1074,E.M.E.F. SANTO ANTONIO,RUA GENERAL OSORIO,-31.4031881,-52.6838848
85871,CANGUÇU,14,1082,ESPORTE CLUBE CRUZEIRO,RUA TEOFILO DE MATOS S/N,-31.3898228,-52.6750266
85871,CANGUÇU,14,1090,GINÁSIO MUNICIPAL DE ESPORTES,RUA TEOFILO DE SOUZA MATOS S/N,-31.3911463,-52.6700877
85871,CANGUÇU,14,1104,ESPORTE CLUBE CANGUÇUENSE,RUA CONRADO ERNANI BENTO,-31.3828747,-52.6798948
85871,CANGUÇU,14,1112,SEC MUN PLANEJAMENTO MEIO AMBIENTE E URBANISMO,,-31.3885354,-52.6711074
85871,CANGUÇU,14,1120,E.E.E.F. IRMÃOS ANDRADAS,"RUA CORONEL GENES BENTO, 458",-31.3993039,-52.6769576
85871,CANGUÇU,14,1139,E.E.E.M. JOÃO DE DEUS NUNES,"RUA FERMINA MOREIRA, 7",,
85871,CANGUÇU,14,1147,E.M.E.F.  NOSSA SENHORA DAS GRAÇAS (DESATIVADA),COXILHA DOS AMARAL,-31.4766784,-52.7447072
85871,CANGUÇU,14,1155,CASA COMERCIAL DE OTTO SCHELLIN,CANGUÇU VELHO,-31.3694424,-52.6330671
85871,CANGUÇU,14,1163,SALÃO COMUNITÁRIO NOSSA SENHORA DA GLÓRIA,GLÓRIA,-31.4564765,-52.610548
85871,CANGUÇU,14,1171,E.E.E.F. BARÃO DE SANTA TECLA,VISTA ALEGRE,-31.3399867,-52.8461774
85871,CANGUÇU,14,1180,E.E.E.F. BRUNO BLAAS,GLÓRIA,-31.4414839,-52.6470669
85871,CANGUÇU,14,1198,E.E.E.F. DR. EDMUNDO GASTAL,REMANSO,-31.3913775,-52.889065
85871,CANGUÇU,14,1201,E.E.E.F. PROFESSORA MARIA MORAES MEDEIROS,COXILHA DOS CAMPOS,,
85871,CANGUÇU,14,1210,E.M.E.F.  CRISTO REI,CERRO DOS CUNHAS,-31.4034512,-52.8098149
85871,CANGUÇU,14,1228,ASSOCIAÇÃO RELIGIOSA ESCOLAR FAVILA,FAVILA,-31.3626864,-52.5477296
